"STATION","NAME","DATE","TAVG","TOBS"
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2015-08-05","67",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2015-08-06","68",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2015-08-07","67",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2015-08-08","69",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2015-08-09","72",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2015-08-10","72",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2015-08-11","70",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2015-08-12","66",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2015-08-13","70",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2015-08-14","74",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2015-08-15","73",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2015-08-16","78",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2015-08-17","77",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2015-08-18","74",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2015-08-19","76",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2015-08-20","67",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2015-08-21","65",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2015-08-22","69",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2015-08-23","68",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2015-08-24","63",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2015-08-25","58",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2015-08-26","60",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2015-08-27","59",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2015-08-28","62",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2015-08-29","65",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2015-08-30","70",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2015-08-31","69",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2015-09-01","74",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2015-09-02","78",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2015-09-03","74",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2015-09-04","71",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2015-09-05","71",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2015-09-06","76",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2015-09-07","78",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2015-09-08","75",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2015-09-09","70",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2015-09-10","63",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2015-09-11","60",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2015-09-12","54",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2015-09-13","54",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2015-09-14","61",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2015-09-15","69",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2015-09-16","69",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2015-09-17","69",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2015-09-18","70",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2015-09-19","67",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2015-09-20","56",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2015-09-21","58",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2015-09-22","60",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2015-09-23","62",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2015-09-24","63",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2015-09-25","64",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2015-09-26","64",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2015-09-27","67",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2015-09-28","70",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2015-09-29","66",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2015-09-30","53",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2015-10-01","50",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2015-10-02","50",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2015-10-03","47",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2015-10-04","49",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2015-10-05","56",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2015-10-06","58",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2015-10-07","58",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2015-10-08","58",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2015-10-09","60",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2015-10-10","50",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2015-10-11","59",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2015-10-12","64",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2015-10-13","54",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2015-10-14","51",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2015-10-15","51",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2015-10-16","45",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2015-10-17","39",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2015-10-18","39",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2015-10-19","48",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2015-10-20","62",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2015-10-21","60",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2015-10-22","59",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2015-10-23","47",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2015-10-24","58",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2015-10-25","52",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2015-10-26","46",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2015-10-27","49",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2015-10-28","54",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2015-10-29","43",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2015-10-30","44",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2015-10-31","45",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2015-11-01","51",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2015-11-02","53",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2015-11-03","60",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2015-11-04","60",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2015-11-05","64",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2015-11-06","59",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2015-11-07","46",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2015-11-08","39",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2015-11-09","42",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2015-11-10","44",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2015-11-11","44",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2015-11-12","49",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2015-11-13","42",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2015-11-14","40",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2015-11-15","51",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2015-11-16","51",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2015-11-17","53",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2015-11-18","59",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2015-11-19","51",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2015-11-20","38",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2015-11-21","33",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2015-11-22","27",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2015-11-23","26",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2015-11-24","31",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2015-11-25","39",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2015-11-26","51",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2015-11-27","51",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2015-11-28","32",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2015-11-29","27",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2015-11-30","31",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2015-12-01","41",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2015-12-02","34",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2015-12-03","36",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2015-12-04","41",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2015-12-05","35",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2015-12-06","35",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2015-12-07","32",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2015-12-08","37",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2015-12-09","44",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2015-12-10","45",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2015-12-11","49",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2015-12-12","46",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2015-12-13","54",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2015-12-14","57",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2015-12-15","43",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2015-12-16","41",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2015-12-17","38",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2015-12-18","31",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2015-12-19","26",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2015-12-20","31",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2015-12-21","44",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2015-12-22","47",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2015-12-23","47",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2015-12-24","48",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2015-12-25","40",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2015-12-26","33",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2015-12-27","37",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2015-12-28","29",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2015-12-29","34",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2015-12-30","33",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2015-12-31","31",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2016-01-01","27",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2016-01-02","30",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2016-01-03","31",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2016-01-04","23",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2016-01-05","16",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2016-01-06","25",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2016-01-07","33",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2016-01-08","35",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2016-01-09","40",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2016-01-10","30",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2016-01-11","14",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2016-01-12","17",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2016-01-13","14",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2016-01-14","23",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2016-01-15","35",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2016-01-16","31",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2016-01-17","17",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2016-01-18","11",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2016-01-19","13",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2016-01-20","16",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2016-01-21","19",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2016-01-22","24",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2016-01-23","23",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2016-01-24","23",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2016-01-25","31",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2016-01-26","36",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2016-01-27","29",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2016-01-28","30",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2016-01-29","25",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2016-01-30","35",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2016-01-31","42",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2016-02-01","38",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2016-02-02","31",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2016-02-03","38",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2016-02-04","30",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2016-02-05","26",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2016-02-06","29",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2016-02-07","37",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2016-02-08","36",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2016-02-09","30",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2016-02-10","20",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2016-02-11","15",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2016-02-12","17",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2016-02-13","9",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2016-02-14","9",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2016-02-15","19",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2016-02-16","27",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2016-02-17","27",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2016-02-18","19",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2016-02-19","42",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2016-02-20","48",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2016-02-21","39",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2016-02-22","33",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2016-02-23","34",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2016-02-24","31",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2016-02-25","30",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2016-02-26","26",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2016-02-27","32",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2016-02-28","45",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2016-02-29","38",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2016-03-01","22",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2016-03-02","20",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2016-03-03","19",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2016-03-04","22",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2016-03-05","28",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2016-03-06","27",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2016-03-07","45",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2016-03-08","57",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2016-03-09","62",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2016-03-10","53",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2016-03-11","43",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2016-03-12","44",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2016-03-13","47",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2016-03-14","48",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2016-03-15","48",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2016-03-16","50",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2016-03-17","47",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2016-03-18","37",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2016-03-19","34",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2016-03-20","31",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2016-03-21","35",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2016-03-22","43",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2016-03-23","40",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2016-03-24","35",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2016-03-25","32",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2016-03-26","38",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2016-03-27","48",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2016-03-28","46",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2016-03-29","38",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2016-03-30","45",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2016-03-31","58",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2016-04-01","44",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2016-04-02","35",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2016-04-03","30",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2016-04-04","33",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2016-04-05","29",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2016-04-06","38",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2016-04-07","37",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2016-04-08","32",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2016-04-09","28",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2016-04-10","30",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2016-04-11","44",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2016-04-12","38",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2016-04-13","41",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2016-04-14","45",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2016-04-15","50",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2016-04-16","59",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2016-04-17","62",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2016-04-18","66",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2016-04-19","54",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2016-04-20","55",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2016-04-21","56",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2016-04-22","54",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2016-04-23","47",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2016-04-24","53",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2016-04-25","60",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2016-04-26","47",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2016-04-27","44",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2016-04-28","44",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2016-04-29","44",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2016-04-30","47",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2016-05-01","47",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2016-05-02","47",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2016-05-03","53",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2016-05-04","53",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2016-05-05","52",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2016-05-06","57",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2016-05-07","62",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2016-05-08","54",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2016-05-09","54",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2016-05-10","52",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2016-05-11","56",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2016-05-12","64",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2016-05-13","58",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2016-05-14","47",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2016-05-15","40",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2016-05-16","50",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2016-05-17","56",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2016-05-18","53",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2016-05-19","56",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2016-05-20","60",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2016-05-21","62",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2016-05-22","62",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2016-05-23","61",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2016-05-24","68",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2016-05-25","74",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2016-05-26","74",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2016-05-27","74",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2016-05-28","76",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2016-05-29","75",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2016-05-30","72",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2016-05-31","70",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2016-06-01","69",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2016-06-02","71",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2016-06-03","67",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2016-06-04","70",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2016-06-05","66",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2016-06-06","66",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2016-06-07","58",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2016-06-08","56",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2016-06-09","58",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2016-06-10","69",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2016-06-11","80",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2016-06-12","71",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2016-06-13","63",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2016-06-14","65",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2016-06-15","71",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2016-06-16","69",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2016-06-17","70",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2016-06-18","74",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2016-06-19","78",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2016-06-20","80",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2016-06-21","71",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2016-06-22","71",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2016-06-23","69",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2016-06-24","70",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2016-06-25","74",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2016-06-26","78",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2016-06-27","78",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2016-06-28","65",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2016-06-29","63",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2016-06-30","67",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2016-07-01","68",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2016-07-02","63",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2016-07-03","67",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2016-07-04","69",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2016-07-05","76",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2016-07-06","76",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2016-07-07","77",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2016-07-08","76",
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","2016-07-09","71",
